kW,HP,FLC_Star,FLC_Delta,MPCB_Schneider_Model,MPCB_Schneider_Range,MPCB_Schneider_Next_Model,MPCB_Schneider_Next_Range,MPCB_ABB_Model,MPCB_ABB_Range,Contactor_ABB,Contactor_ABB_Amp,Contactor_Siemens,Contactor_Siemens_Amp,Contactor_L&T,Contactor_L&T_Amp,Cable_Al,Cable_Cu,Cable_Gland,Bearing_ABB_DE,Bearing_ABB_NDE,Bearing_Siemens_DE,Bearing_Siemens_NDE
252.34,338.39,454.21,786.69,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
252.71,338.88,454.88,787.85,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
253.08,339.38,455.54,789.0,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
253.45,339.88,456.21,790.16,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
253.82,340.37,456.88,791.32,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
254.19,340.87,457.54,792.46,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
254.56,341.36,458.21,793.62,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
254.93,341.86,458.87,794.76,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
255.3,342.36,459.54,795.92,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
255.67,342.85,460.21,797.08,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
256.04,343.35,460.87,798.23,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
256.41,343.85,461.54,799.39,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
256.78,344.34,462.2,800.53,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
257.15,344.84,462.87,801.69,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
257.52,345.33,463.54,802.85,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
257.89,345.83,464.2,803.99,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
258.26,346.33,464.87,805.15,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
258.63,346.82,465.53,806.3,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
259.0,347.32,466.2,807.46,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
259.37,347.82,466.87,808.62,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
259.74,348.31,467.53,809.76,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
260.11,348.81,468.2,810.92,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
260.48,349.3,468.86,812.07,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
260.85,349.8,469.53,813.23,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
261.22,350.3,470.2,814.39,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
261.59,350.79,470.86,815.53,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
261.96,351.29,471.53,816.69,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
262.33,351.78,472.19,817.83,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
262.7,352.28,472.86,818.99,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
263.07,352.78,473.53,820.15,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
263.44,353.27,474.19,821.3,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
263.81,353.77,474.86,822.46,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
264.18,354.27,475.52,823.6,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
264.55,354.76,476.19,824.76,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
264.92,355.26,476.86,825.92,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
265.29,355.75,477.52,827.06,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
265.66,356.25,478.19,828.23,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
266.03,356.75,478.85,829.37,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
266.4,357.24,479.52,830.53,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
266.77,357.74,480.19,831.69,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
267.14,358.23,480.85,832.83,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
267.51,358.73,481.52,833.99,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
267.88,359.23,482.18,835.14,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
268.25,359.72,482.85,836.3,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
268.62,360.22,483.52,837.46,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
268.99,360.72,484.18,838.6,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
269.36,361.21,484.85,839.76,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
269.73,361.71,485.51,840.9,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
270.1,362.2,486.18,842.06,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
270.47,362.7,486.85,843.22,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
270.84,363.2,487.51,844.37,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
271.21,363.69,488.18,845.53,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
271.58,364.19,488.84,846.67,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
271.95,364.68,489.51,847.83,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
272.32,365.18,490.18,848.99,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
272.69,365.68,490.84,850.13,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
273.06,366.17,491.51,851.3,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
273.43,366.67,492.17,852.44,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
273.8,367.17,492.84,853.6,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
274.17,367.66,493.51,854.76,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
274.54,368.16,494.17,855.9,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
274.91,368.65,494.84,857.06,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
275.28,369.15,495.5,858.21,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
275.65,369.65,496.17,859.37,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
276.02,370.14,496.84,860.53,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
276.39,370.64,497.5,861.67,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
276.76,371.14,498.17,862.83,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
277.13,371.63,498.83,863.97,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
277.5,372.13,499.5,865.13,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
277.87,372.62,500.17,866.29,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
278.24,373.12,500.83,867.44,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
278.61,373.62,501.5,868.6,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
278.98,374.11,502.16,869.74,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
279.35,374.61,502.83,870.9,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
279.72,375.1,503.5,872.06,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
280.09,375.6,504.16,873.21,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
280.46,376.1,504.83,874.37,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
280.83,376.59,505.49,875.51,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
281.2,377.09,506.16,876.67,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
281.57,377.59,506.83,877.83,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
281.94,378.08,507.49,878.97,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
282.31,378.58,508.16,880.13,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
282.68,379.07,508.82,881.28,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
283.05,379.57,509.49,882.44,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
283.42,380.07,510.16,883.6,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
283.79,380.56,510.82,884.74,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
284.16,381.06,511.49,885.9,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
284.53,381.55,512.15,887.04,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
284.9,382.05,512.82,888.2,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
285.27,382.55,513.49,889.36,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
285.64,383.04,514.15,890.51,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
286.01,383.54,514.82,891.67,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
286.38,384.04,515.48,892.81,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
286.75,384.53,516.15,893.97,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
287.12,385.03,516.82,895.13,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
287.49,385.52,517.48,896.28,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
287.86,386.02,518.15,897.44,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
288.23,386.52,518.81,898.58,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
288.6,387.01,519.48,899.74,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
288.97,387.51,520.15,900.9,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
289.34,388.0,520.81,902.04,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
289.71,388.5,521.48,903.2,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
290.08,389.0,522.14,904.35,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
290.45,389.49,522.81,905.51,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
290.82,389.99,523.48,906.67,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
291.19,390.49,524.14,907.81,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
291.56,390.98,524.81,908.97,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
291.93,391.48,525.47,910.11,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
292.3,391.97,526.14,911.27,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
292.67,392.47,526.81,912.43,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
293.04,392.97,527.47,913.58,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
293.41,393.46,528.14,914.74,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
293.78,393.96,528.8,915.88,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
294.15,394.46,529.47,917.04,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
